"","feature","metadata","value","coef","stderr","N","N.not.0","pval","qval","description"
"29","K09688","Genotype","MUT",0.251326405435096,0.0808473034106959,90,72,0.00257440831787453,0.0114315988400857,"ABC-2.CPSE.P; capsular polysaccharide transport system permease protein"
"30","K09689","Genotype","MUT",0.251326405435096,0.0808473034106959,90,72,0.00257440831787453,0.0114315988400857,"ABC-2.CPSE.A; capsular polysaccharide transport system ATP-binding protein [EC:3.6.3.38]"
"31","K09956","Genotype","MUT",0.293314287307067,0.112662761828436,90,83,0.0109301996658387,0.0374237805627864,"K09956; uncharacterized protein"
"32","K09981","Genotype","MUT",0.25198064217715,0.08096413222625,90,72,0.0025465352252153,0.0113745822620677,"K09981; uncharacterized protein"
"33","K10107","Genotype","MUT",0.251326405435096,0.0808473034106959,90,72,0.00257440831787453,0.0114315988400857,"ABC-2.CPSE.P1; capsular polysaccharide transport system permease protein"
"34","K10218","Genotype","MUT",0.197291063608823,0.0662905950624903,90,72,0.00639374036918519,0.0240808598686513,"ligK, galC; 4-hydroxy-4-methyl-2-oxoglutarate aldolase [EC:4.1.3.17]"
"35","K10219","Genotype","MUT",0.252340922477394,0.0810631587151427,90,72,0.00254158306932991,0.0113745822620677,"ligC; 2-hydroxy-4-carboxymuconate semialdehyde hemiacetal dehydrogenase [EC:1.1.1.312]"
"36","K10221","Genotype","MUT",0.252340922477394,0.0810631587151427,90,72,0.00254158306932991,0.0113745822620677,"ligI; 2-pyrone-4,6-dicarboxylate lactonase [EC:3.1.1.57]"
"37","K10674","Genotype","MUT",0.218195690620675,0.0854980335456334,90,73,0.0125415396373325,0.0420854150066298,"ectD; ectoine hydroxylase [EC:1.14.11.55]"
"38","K11003","Genotype","MUT",0.218195690620675,0.0854980335456334,90,73,0.0125415396373325,0.0420854150066298,"hlyD, cyaD; hemolysin D"
"39","K11212","Genotype","MUT",0.251529023954,0.0808541649044265,90,72,0.00255699041624968,0.0113745822620677,"cofD; LPPG:FO 2-phospho-L-lactate transferase [EC:2.7.8.28]"
"40","K11779","Genotype","MUT",0.251529023954,0.0808541649044265,90,72,0.00255699041624968,0.0113745822620677,"fbiC; FO synthase [EC:2.5.1.77]"
"41","K11787","Genotype","MUT",0.251529023954,0.0808541649044265,90,72,0.00255699041624968,0.0113745822620677,"GART; phosphoribosylamine--glycine ligase / phosphoribosylglycinamide formyltransferase / phosphoribosylformylglycinamidine cyclo-ligase [EC:6.3.4.13 2.1.2.2 6.3.3.1]"
"42","K12056","Genotype","MUT",0.283495176060894,0.0976279580703683,90,72,0.00759827970843433,0.0279325706704992,"traG; conjugal transfer mating pair stabilization protein TraG"
"43","K12061","Genotype","MUT",0.254127922575081,0.0869239365219137,90,72,0.00724975068843709,0.0268275881150479,"traW; conjugal transfer pilus assembly protein TraW"
"44","K12064","Genotype","MUT",0.251445026231259,0.0808079567885131,90,72,0.00255127045589188,0.0113745822620677,"traV; conjugal transfer pilus assembly protein TraV"
"45","K12065","Genotype","MUT",0.254127922575081,0.0869239365219137,90,72,0.00724975068843709,0.0268275881150479,"traB; conjugal transfer pilus assembly protein TraB"
"46","K12066","Genotype","MUT",0.283495176060894,0.0976279580703683,90,72,0.00759827970843433,0.0279325706704992,"traK; conjugal transfer pilus assembly protein TraK"
"47","K12234","Genotype","MUT",0.251529023954,0.0808541649044265,90,72,0.00255699041624968,0.0113745822620677,"cofE, fbiB; coenzyme F420-0:L-glutamate ligase / coenzyme F420-1:gamma-L-glutamate ligase [EC:6.3.2.31 6.3.2.34]"
"48","K13525","Genotype","MUT",0.251529023954,0.0808541649044265,90,72,0.00255699041624968,0.0113745822620677,"VCP, CDC48; transitional endoplasmic reticulum ATPase"
"49","K13589","Genotype","MUT",0.218195690620675,0.0854980335456334,90,73,0.0125415396373325,0.0420854150066298,"cpdR; two-component system, cell cycle response regulator CpdR"
"50","K13592","Genotype","MUT",0.218195690620675,0.0854980335456334,90,73,0.0125415396373325,0.0420854150066298,"rcdA; regulator of CtrA degradation"
"51","K13622","Genotype","MUT",0.251529023954,0.0808541649044265,90,72,0.00255699041624968,0.0113745822620677,"btaA; S-adenosylmethionine-diacylglycerol 3-amino-3-carboxypropyl transferase"
"52","K13623","Genotype","MUT",0.251529023954,0.0808541649044265,90,72,0.00255699041624968,0.0113745822620677,"btaB; S-adenosylmethionine-diacylgycerolhomoserine-N-methlytransferase"
"53","K13636","Genotype","MUT",0.190957130466994,0.0726854485712577,90,72,0.0144964051327885,0.0473893664177721,"dsdC; LysR family transcriptional regulator, D-serine deaminase activator"
"54","K13657","Genotype","MUT",0.251529023954,0.0808541649044265,90,72,0.00255699041624968,0.0113745822620677,"gumH, aceA; alpha-1,3-mannosyltransferase [EC:2.4.1.252]"
"55","K13659","Genotype","MUT",0.251529023954,0.0808541649044265,90,72,0.00255699041624968,0.0113745822620677,"gumK; 2-beta-glucuronyltransferase [EC:2.4.1.264]"
"56","K13662","Genotype","MUT",0.251529023954,0.0808541649044265,90,72,0.00255699041624968,0.0113745822620677,"gumE; putative polymerase"
"57","K13816","Genotype","MUT",0.283737431748073,0.09765800119417,90,72,0.00756966716823677,0.0278437205582525,"rpfF; DSF synthase"
"58","K13873","Genotype","MUT",0.218195690620667,0.0859756252082456,90,73,0.0130219928328385,0.0434973432237203,"araA; L-arabinose 1-dehydrogenase [EC:1.1.1.376]"
"59","K14266","Genotype","MUT",0.251529023954,0.0808541649044265,90,72,0.00255699041624968,0.0113745822620677,"prnA, rebH, ktzQ; tryptophan 7-halogenase [EC:1.14.19.9]"
"60","K14470","Genotype","MUT",0.251529023954,0.0808541649044265,90,72,0.00255699041624968,0.0113745822620677,"mct; 2-methylfumaryl-CoA isomerase [EC:5.4.1.3]"
"61","K14660","Genotype","MUT",0.254796760052682,0.101357762586319,90,71,0.013874822725576,0.0456596939016643,"nodE; nodulation protein E [EC:2.3.1.-]"
"62","K14941","Genotype","MUT",0.251529023954,0.0808541649044265,90,72,0.00255699041624968,0.0113745822620677,"cofC; 2-phospho-L-lactate guanylyltransferase [EC:2.7.7.68]"
"63","K14986","Genotype","MUT",0.218195690620673,0.0816603170323227,90,73,0.0130798528253834,0.0436533818411708,"fixL; two-component system, LuxR family, sensor kinase FixL [EC:2.7.13.3]"
"64","K15228","Genotype","MUT",0.251529023954,0.0808541649044265,90,72,0.00255699041624968,0.0113745822620677,"mauA; methylamine dehydrogenase light chain [EC:1.4.9.1]"
"65","K15229","Genotype","MUT",0.251529023954,0.0808541649044265,90,72,0.00255699041624968,0.0113745822620677,"mauB; methylamine dehydrogenase heavy chain [EC:1.4.9.1]"
"66","K15408","Genotype","MUT",0.252423294189009,0.0810975903531281,90,72,0.00254393986574478,0.0113745822620677,"coxAC; cytochrome c oxidase subunit I+III [EC:1.9.3.1]"
"67","K15746","Genotype","MUT",0.197011276308315,0.0660863581540129,90,72,0.00631811353807321,0.0238390093177878,"crtZ; beta-carotene 3-hydroxylase [EC:1.14.15.24]"
"68","K15918","Genotype","MUT",0.251529023954,0.0808541649044265,90,72,0.00255699041624968,0.0113745822620677,"GLYK; D-glycerate 3-kinase [EC:2.7.1.31]"
"69","K16079","Genotype","MUT",0.218195690620675,0.0854980335456333,90,73,0.0125415396373175,0.0420854150066298,"omp31; outer membrane immunogenic protein"
"70","K16138","Genotype","MUT",0.251529023954,0.0808541649044265,90,72,0.00255699041624968,0.0113745822620677,"uidR; TetR/AcrR family transcriptional regulator, repressor for uid operon"
"71","K16171","Genotype","MUT",0.219089960855688,0.0862076549400018,90,73,0.0129003999866433,0.0431325720180886,"faaH; fumarylacetoacetate (FAA) hydrolase [EC:3.7.1.2]"
"72","K16210","Genotype","MUT",0.250924002099324,0.0808917909982038,90,72,0.00262699136125552,0.0116354104227959,"togT, rhiT; oligogalacturonide transporter"
"73","K16514","Genotype","MUT",0.197317553823446,0.0662563877166471,90,72,0.00636413759713294,0.0239866665696342,"galD; 4-oxalomesaconate tautomerase [EC:5.3.2.8]"
"74","K16555","Genotype","MUT",0.251529023954,0.0808541649044265,90,72,0.00255699041624968,0.0113745822620677,"exoO; succinoglycan biosynthesis protein ExoO [EC:2.4.-.-]"
"75","K16562","Genotype","MUT",0.251529023954,0.0808541649044265,90,72,0.00255699041624968,0.0113745822620677,"exoW; succinoglycan biosynthesis protein ExoW [EC:2.4.-.-]"
"76","K16563","Genotype","MUT",0.251529023954,0.0808541649044265,90,72,0.00255699041624968,0.0113745822620677,"exoV; succinoglycan biosynthesis protein ExoV"
"77","K17752","Genotype","MUT",0.178819875849899,0.0682940083392189,90,72,0.0147909601215244,0.0482287816138624,"rsbT; serine/threonine-protein kinase RsbT [EC:2.7.11.1]"
"78","K17760","Genotype","MUT",0.251831112775305,0.0809248245020595,90,72,0.00254912877115415,0.0113745822620677,"qheDH, qbdA; quinohemoprotein ethanol dehydrogenase [EC:1.1.9.1]"
"79","K17762","Genotype","MUT",0.178819875849899,0.0682940083392189,90,72,0.0147909601215244,0.0482287816138624,"rsbS; rsbT antagonist protein RsbS"
"80","K17763","Genotype","MUT",0.178819875849899,0.0682940083392189,90,72,0.0147909601215244,0.0482287816138624,"rsbR; rsbT co-antagonist protein RsbR"
"81","K18096","Genotype","MUT",0.251529023954,0.0808541649044265,90,72,0.00255699041624968,0.0113745822620677,"bjaI, rpaI, braI, rhiI; acyl-homoserine lactone synthase [EC:2.3.1.228 2.3.1.229 2.3.1.-]"
"82","K18288","Genotype","MUT",0.253190642269018,0.0808719344723863,90,72,0.00240741188550191,0.0108515363539844,"ict-Y; itaconate CoA-transferase [EC:2.8.3.-]"
"83","K18337","Genotype","MUT",0.251529023954,0.0808541649044265,90,72,0.00255699041624968,0.0113745822620677,"LRA1; L-rhamnose 1-dehydrogenase [EC:1.1.1.378 1.1.1.377 1.1.1.173]"
"84","K19164","Genotype","MUT",0.253106644546267,0.0808255857992353,90,72,0.00240188270575745,0.0108297293044744,"ccdA; antitoxin CcdA"
"85","K19731","Genotype","MUT",0.218195690620675,0.0854980335456334,90,73,0.0125415396373325,0.0420854150066298,"cciR; LuxR family transcriptional regulator, quorum-sensing system regulator CciR"
