#OTU ID	PFF_Cecum_11	PFF_Cecum_12	PFF_Cecum_13	PFF_Cecum_14	PFF_Cecum_15	PFF_Cecum_16	PFF_Cecum_17	PFF_Cecum_18	PFF_Cecum_19	PFF_Cecum_1904	PFF_Cecum_1906	PFF_Cecum_1907	PFF_Cecum_1908	PFF_Cecum_1910	PFF_Cecum_1913	PFF_Cecum_1914	PFF_Cecum_1917	PFF_Cecum_1920	PFF_Cecum_1921	PFF_Cecum_1937	PFF_Cecum_1938	PFF_Cecum_1941	PFF_Cecum_1942	PFF_Cecum_1943	PFF_Cecum_1944	PFF_Cecum_1945	PFF_Cecum_21	PFF_Cecum_25	PFF_Cecum_27	PFF_Cecum_28	PFF_Cecum_30	PFF_Cecum_32	PFF_Cecum_35	PFF_Cecum_36	PFF_Cecum_37	PFF_Colon_11	PFF_Colon_12	PFF_Colon_13	PFF_Colon_14	PFF_Colon_15	PFF_Colon_16	PFF_Colon_17	PFF_Colon_18	PFF_Colon_19	PFF_Colon_1904	PFF_Colon_1906	PFF_Colon_1907	PFF_Colon_1908	PFF_Colon_1910	PFF_Colon_1913	PFF_Colon_1914	PFF_Colon_1917	PFF_Colon_1920	PFF_Colon_1921	PFF_Colon_1937	PFF_Colon_1938	PFF_Colon_1941	PFF_Colon_1942	PFF_Colon_1943	PFF_Colon_1944	PFF_Colon_1945	PFF_Colon_1946	PFF_Colon_21	PFF_Colon_25	PFF_Colon_27	PFF_Colon_28	PFF_Colon_30	PFF_Colon_32	PFF_Colon_35	PFF_Colon_36	PFF_Colon_37	PFF_Jejunum_11	PFF_Jejunum_12	PFF_Jejunum_13	PFF_Jejunum_14	PFF_Jejunum_15	PFF_Jejunum_16	PFF_Jejunum_17	PFF_Jejunum_18	PFF_Jejunum_19	PFF_Jejunum_1904	PFF_Jejunum_1906	PFF_Jejunum_1908	PFF_Jejunum_1910	PFF_Jejunum_1913	PFF_Jejunum_1914	PFF_Jejunum_1917	PFF_Jejunum_1920	PFF_Jejunum_1921	PFF_Jejunum_1937	PFF_Jejunum_1938	PFF_Jejunum_1942	PFF_Jejunum_1943	PFF_Jejunum_1944	PFF_Jejunum_1945	PFF_Jejunum_1946	PFF_Jejunum_21	PFF_Jejunum_25	PFF_Jejunum_27	PFF_Jejunum_28	PFF_Jejunum_30	PFF_Jejunum_32	PFF_Jejunum_35	PFF_Jejunum_36	PFF_Jejunum_37	PFF_Baseline_11	PFF_Baseline_12	PFF_Baseline_13	PFF_Baseline_14	PFF_Baseline_15	PFF_Baseline_16	PFF_Baseline_17	PFF_Baseline_18	PFF_Baseline_19	PFF_Baseline_1921	PFF_Baseline_1937	PFF_Baseline_1942	PFF_Baseline_1943	PFF_Baseline_1944	PFF_Baseline_1946	PFF_Baseline_25	PFF_Baseline_26	PFF_Baseline_27	PFF_Baseline_28	PFF_Baseline_30	PFF_Baseline_32	PFF_Baseline_35	PFF_Baseline_36	PFF_Baseline_37	taxonomy
k__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Gordonibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	24	0	0	0	0	0	0	0	0	6	9	0	0	8	0	0	0	0	0	0	6	0	0	0	0	10	13	0	0	15	10	0	0	6	0	0	0	0	0	11	0	0	0	0	0	0	0	7	0	0	0	0	0	
k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__;g__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides	671	219	837	418	406	653	663	2238	404	307	1234	1694	193	167	453	355	318	478	870	278	494	106	349	340	357	631	586	253	460	502	185	254	486	160	605	1770	299	1965	511	326	477	252	595	319	674	1203	886	372	508	105	275	251	440	382	149	770	223	321	577	465	486	1424	548	606	576	833	234	446	1780	830	1093	0	0	0	0	0	0	79	0	265	0	11	97	0	0	0	0	0	0	0	0	0	0	0	0	451	0	0	0	0	0	0	0	0	0	730	322	330	891	436	482	113	274	451	247	657	534	398	323	725	158	592	1018	361	534	652	590	639	489	
k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Odoribacter	94	51	42	41	93	116	186	154	94	59	107	32	46	65	54	133	109	80	148	167	107	56	18	22	34	205	52	39	85	78	49	22	124	35	75	64	66	43	41	61	94	46	57	107	78	60	21	41	49	24	140	65	11	60	31	110	46	21	45	40	49	130	25	50	79	146	42	52	146	210	109	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	203	44	35	94	52	101	21	75	46	56	107	110	77	53	121	25	81	74	179	64	131	39	82	58	
k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__	13881	6740	12458	13926	11704	8952	15042	13288	14279	8295	15436	13767	11195	4775	11310	12316	12622	6589	11314	5764	11025	5978	10611	9821	12131	13554	9899	15289	12572	6984	6929	7698	9169	7256	15027	20283	9298	18031	16057	12297	12796	7317	4006	14827	15841	14522	14738	10571	10559	7398	15302	14501	6266	9166	5010	17158	9305	13827	16087	18810	11302	17090	7886	18338	11457	8444	6834	12435	18596	13604	17150	19934	4930	16748	21292	4558	15778	4638	239	7243	18645	632	2735	8388	10636	8283	11112	5233	2217	13714	31104	11747	16745	8067	26053	7452	10698	13397	6606	25211	15368	20040	3521	2246	9883	19627	15611	14795	22283	19035	20561	15486	18423	19659	18898	35706	19276	11694	17982	22913	15181	22494	20420	18785	19285	22587	19121	22126	16099	
k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Muribaculum	1060	233	595	258	547	245	332	303	439	647	405	1110	211	253	320	509	606	310	347	274	744	221	89	187	138	613	595	677	109	144	90	375	393	58	242	1301	251	890	237	423	243	104	64	449	1236	429	684	335	682	154	454	459	193	332	154	850	304	124	259	294	346	501	428	705	141	203	75	494	726	209	376	457	109	329	74	146	0	100	0	179	362	36	86	707	179	209	205	77	48	519	683	63	64	0	1361	270	544	310	29	72	86	536	516	0	268	474	355	398	635	404	475	368	705	512	448	860	765	212	613	546	510	643	488	422	482	1293	899	1025	597	
k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Alloprevotella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella_9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotellaceae UCG-001	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes	121	231	91	194	256	195	617	491	292	286	66	130	77	300	156	108	201	321	333	266	104	408	167	94	267	165	311	658	656	184	369	391	381	291	334	192	176	125	124	210	96	158	94	238	312	30	113	93	385	36	105	168	193	312	115	108	311	94	120	317	117	216	236	321	647	156	235	375	677	879	258	0	0	0	0	0	0	22	0	78	0	2	14	0	4	0	0	0	0	0	0	0	3	0	0	67	0	0	4	0	13	10	0	14	0	547	122	80	180	218	172	38	229	97	285	301	137	809	130	426	75	277	211	217	622	206	344	109	145	
k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Rikenella	245	113	63	58	195	158	931	742	146	101	101	76	191	130	173	99	107	274	361	258	35	245	52	92	226	293	115	200	400	323	97	80	221	201	69	110	102	33	24	125	73	159	104	129	78	62	34	128	85	52	64	34	58	163	27	15	126	22	82	64	20	127	53	90	429	80	37	65	179	723	106	0	0	0	0	0	0	7	0	18	0	0	3	0	0	0	0	0	4	0	0	0	0	0	0	22	0	0	0	0	0	0	0	9	0	35	27	0	6	36	0	3	20	18	53	43	36	117	45	62	11	28	94	72	32	42	52	21	15	
k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Rikenellaceae RC9 gut group	775	174	166	245	1027	543	1320	1259	618	180	832	172	79	381	890	711	365	281	1508	1280	265	152	471	616	628	666	57	193	647	643	417	151	511	140	1081	1004	327	465	398	1600	871	417	685	474	300	853	109	99	706	176	1025	443	165	531	612	344	163	370	752	818	363	2365	44	247	542	1188	612	275	1003	496	1159	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	2	0	0	3	0	0	0	18	0	0	0	0	0	0	0	6	0	160	17	27	30	40	79	9	29	18	55	32	81	37	14	48	29	52	169	50	55	67	49	36	29	
k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides	546	109	220	83	512	365	264	1145	235	24	847	206	48	16	247	290	458	88	626	807	56	51	156	85	234	241	77	95	105	89	78	56	309	12	270	926	16	335	101	456	252	87	279	180	81	719	74	15	135	44	313	438	37	194	316	10	102	171	287	342	83	368	62	261	29	226	79	14	1336	44	350	0	0	0	0	0	0	8	0	16	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	72	0	0	0	0	0	0	0	0	0	114	40	79	48	82	50	16	39	135	4	10	20	34	7	50	36	38	96	8	8	114	114	108	77	
k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Vibrionimonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
k__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Chloroplast;f__;g__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	4	0	0	0	0	8	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
k__Bacteria;p__Cyanobacteria;c__Vampirivibrionia;o__Gastranaerophilales;f__;g__	168	18	6	10	40	10	52	52	30	18	22	13	0	6	0	43	29	52	28	78	0	0	5	5	11	6	4	0	13	10	75	14	87	0	11	140	51	7	8	105	96	61	20	34	25	330	15	0	9	0	78	25	5	52	134	4	20	6	56	9	0	13	0	4	39	17	31	12	192	29	15	0	4	0	0	0	7	10	0	36	0	0	16	0	12	0	0	0	0	0	0	6	0	0	0	45	0	0	0	0	5	0	0	8	0	174	174	24	3	103	75	14	14	28	19	29	90	75	0	18	23	25	470	45	0	106	44	10	34	
k__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Bilophila	26	49	14	21	32	9	113	29	0	12	33	18	0	0	16	33	8	55	0	129	166	28	13	21	23	0	0	18	86	50	30	0	44	32	140	10	41	0	0	39	0	30	8	0	9	10	0	0	3	0	0	0	7	15	0	16	29	0	0	0	0	12	0	0	73	0	0	0	12	31	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	6	0	0	7	0	0	0	0	0	0	9	0	0	6	8	8	0	0	0	0	0	24	22	0	0	
k__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio	420	414	688	785	796	1225	494	2427	170	472	1042	1285	687	136	1356	1492	329	116	433	84	0	184	947	1242	1614	786	448	225	1242	1163	1121	513	287	2177	979	63	271	67	54	417	19	81	380	106	236	289	763	290	26	80	109	146	0	116	7	0	82	326	408	135	20	146	184	31	677	57	62	95	92	1043	332	1999	2177	7646	12365	815	13980	373	360	1387	2266	51	1620	596	2834	545	2524	190	30	19	0	4388	6060	1310	3620	488	2676	931	4024	4474	3615	1568	771	4910	2038	547	61	638	52	36	19	11	135	96	41	499	79	20	103	32	28	0	100	56	50	1095	148	353	20	
k__Bacteria;p__Firmicutes;c__;o__;f__;g__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
k__Bacteria;p__Firmicutes;c__Bacilli;o__Acholeplasmatales;f__Acholeplasmataceae;g__Anaeroplasma	18	0	8	23	0	10	13	91	26	12	45	20	26	6	8	3	20	22	27	6	0	27	17	8	4	269	940	0	18	7	6	416	19	0	0	8	0	6	8	0	13	15	71	12	34	27	4	17	0	15	4	9	7	28	0	0	31	10	34	7	40	0	360	0	24	0	11	21	8	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	80	44	26	30	90	13	5	0	19	2	0	3	34	26	3	0	15	18	20	11	0	0	0	6	
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Terribacillus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae;g__Solibacillus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
k__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelatoclostridiaceae;g__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	8	0	13	0	4	0	0	0	0	0	0	0	
