"","feature","metadata","value","coef","stderr","N","N.not.0","pval","qval","description"
"36","K13525","Genotype","MUT",0.251529023954,0.0805730968921509,90,72,0.00245694574484134,0.0209643311757541,"VCP, CDC48; transitional endoplasmic reticulum ATPase"
"37","K13622","Genotype","MUT",0.251529023954,0.0805730968921509,90,72,0.00245694574484134,0.0209643311757541,"btaA; S-adenosylmethionine-diacylglycerol 3-amino-3-carboxypropyl transferase"
"38","K13623","Genotype","MUT",0.251529023954,0.0805730968921509,90,72,0.00245694574484134,0.0209643311757541,"btaB; S-adenosylmethionine-diacylgycerolhomoserine-N-methlytransferase"
"39","K13657","Genotype","MUT",0.251529023954,0.0805730968921509,90,72,0.00245694574484134,0.0209643311757541,"gumH, aceA; alpha-1,3-mannosyltransferase [EC:2.4.1.252]"
"40","K13659","Genotype","MUT",0.251529023954,0.0805730968921509,90,72,0.00245694574484134,0.0209643311757541,"gumK; 2-beta-glucuronyltransferase [EC:2.4.1.264]"
"41","K13662","Genotype","MUT",0.251529023954,0.0805730968921509,90,72,0.00245694574484134,0.0209643311757541,"gumE; putative polymerase"
"42","K13816","Genotype","MUT",0.283737431748106,0.0976580180888051,90,72,0.00756967648306299,0.0458571352605045,"rpfF; DSF synthase"
"43","K14266","Genotype","MUT",0.251529023954,0.0805730968921509,90,72,0.00245694574484134,0.0209643311757541,"prnA, rebH, ktzQ; tryptophan 7-halogenase [EC:1.14.19.9]"
"44","K14470","Genotype","MUT",0.251529023954,0.0805730968921509,90,72,0.00245694574484134,0.0209643311757541,"mct; 2-methylfumaryl-CoA isomerase [EC:5.4.1.3]"
"45","K14941","Genotype","MUT",0.251529023954,0.0805730968921509,90,72,0.00245694574484134,0.0209643311757541,"cofC; 2-phospho-L-lactate guanylyltransferase [EC:2.7.7.68]"
"46","K15228","Genotype","MUT",0.251529023954,0.0805730968921509,90,72,0.00245694574484134,0.0209643311757541,"mauA; methylamine dehydrogenase light chain [EC:1.4.9.1]"
"47","K15229","Genotype","MUT",0.251529023954,0.0805730968921509,90,72,0.00245694574484134,0.0209643311757541,"mauB; methylamine dehydrogenase heavy chain [EC:1.4.9.1]"
"48","K15408","Genotype","MUT",0.252423294189009,0.0807249249892386,90,72,0.00241830511426322,0.0209643311757541,"coxAC; cytochrome c oxidase subunit I+III [EC:1.9.3.1]"
"49","K15746","Genotype","MUT",0.197011276308298,0.066086358753282,90,72,0.0063181141635936,0.0396552790412089,"crtZ; beta-carotene 3-hydroxylase [EC:1.14.15.24]"
"50","K15918","Genotype","MUT",0.251529023954,0.0805730968921509,90,72,0.00245694574484134,0.0209643311757541,"GLYK; D-glycerate 3-kinase [EC:2.7.1.31]"
"51","K16138","Genotype","MUT",0.251529023954,0.0805730968921509,90,72,0.00245694574484134,0.0209643311757541,"uidR; TetR/AcrR family transcriptional regulator, repressor for uid operon"
"52","K16210","Genotype","MUT",0.25092400209934,0.0806186503277808,90,72,0.00252715937759918,0.0214582540972731,"togT, rhiT; oligogalacturonide transporter"
"53","K16514","Genotype","MUT",0.197317553823438,0.0662563816878126,90,72,0.00636413392242068,0.0398602786721209,"galD; 4-oxalomesaconate tautomerase [EC:5.3.2.8]"
"54","K16555","Genotype","MUT",0.251529023954,0.0805730968921509,90,72,0.00245694574484134,0.0209643311757541,"exoO; succinoglycan biosynthesis protein ExoO [EC:2.4.-.-]"
"55","K16562","Genotype","MUT",0.251529023954,0.0805730968921509,90,72,0.00245694574484134,0.0209643311757541,"exoW; succinoglycan biosynthesis protein ExoW [EC:2.4.-.-]"
"56","K16563","Genotype","MUT",0.251529023954,0.0805730968921509,90,72,0.00245694574484134,0.0209643311757541,"exoV; succinoglycan biosynthesis protein ExoV"
"57","K17760","Genotype","MUT",0.251831112775305,0.0806125356696391,90,72,0.0024403992241098,0.0209643311757541,"qheDH, qbdA; quinohemoprotein ethanol dehydrogenase [EC:1.1.9.1]"
"58","K18096","Genotype","MUT",0.251529023954,0.0805730968921509,90,72,0.00245694574484106,0.0209643311757541,"bjaI, rpaI, braI, rhiI; acyl-homoserine lactone synthase [EC:2.3.1.228 2.3.1.229 2.3.1.-]"
"59","K18288","Genotype","MUT",0.253190642269018,0.0805679866178718,90,72,0.0023057846700973,0.0202572716528318,"ict-Y; itaconate CoA-transferase [EC:2.8.3.-]"
"60","K18337","Genotype","MUT",0.251529023954,0.0805730968921509,90,72,0.00245694574484134,0.0209643311757541,"LRA1; L-rhamnose 1-dehydrogenase [EC:1.1.1.378 1.1.1.377 1.1.1.173]"
"61","K19164","Genotype","MUT",0.253106644546267,0.0805222869688145,90,72,0.00230057278366697,0.0202249008018669,"ccdA; antitoxin CcdA"
